Target,Fold,HeldURSI,Method,BestTopN,InnerAUC,Classifier,FoldAUC,NFeats
TEPS,8,M87182369,mi,10,0.9444,Logistic Reg.,,10
TEPS,8,M87182369,mi,10,0.9444,Naive Bayes,,10
TEPS,8,M87182369,mi,10,0.9444,Voting,,10
TEPS,8,M87182369,rf,10,0.6667,MLP,,10
TEPS,8,M87182369,rf,10,0.6667,KNN,,10
TEPS,8,M87182369,rf,10,0.6667,SVM,,10
TEPS,8,M87182369,rf,10,0.6667,Linear SVM,,10
TEPS,8,M87182369,rf,10,0.6667,Decision Tree,,10
TEPS,8,M87182369,rf,10,0.6667,Random Forest,,10
TEPS,8,M87182369,rf,10,0.6667,Logistic Reg.,,10
TEPS,8,M87182369,rf,10,0.6667,Naive Bayes,,10
TEPS,8,M87182369,rf,10,0.6667,Voting,,10
TEPS,8,M87182369,rfe,50,,MLP,,50
TEPS,8,M87182369,rfe,50,,KNN,,50
TEPS,8,M87182369,rfe,50,,SVM,,50
TEPS,8,M87182369,rfe,50,,Linear SVM,,50
TEPS,8,M87182369,rfe,50,,Decision Tree,,50
TEPS,8,M87182369,rfe,50,,Random Forest,,50
TEPS,8,M87182369,rfe,50,,Logistic Reg.,,50
TEPS,8,M87182369,rfe,50,,Naive Bayes,,50
TEPS,8,M87182369,rfe,50,,Voting,,50
TEPS,9,M87189027,mi,10,0.7727,MLP,,10
TEPS,9,M87189027,mi,10,0.7727,KNN,,10
TEPS,9,M87189027,mi,10,0.7727,SVM,,10
TEPS,9,M87189027,mi,10,0.7727,Linear SVM,,10
TEPS,9,M87189027,mi,10,0.7727,Decision Tree,,10
TEPS,9,M87189027,mi,10,0.7727,Random Forest,,10
TEPS,9,M87189027,mi,10,0.7727,Logistic Reg.,,10
TEPS,9,M87189027,mi,10,0.7727,Naive Bayes,,10
TEPS,9,M87189027,mi,10,0.7727,Voting,,10
TEPS,9,M87189027,rf,100,0.7652,MLP,,100
TEPS,9,M87189027,rf,100,0.7652,KNN,,100
TEPS,9,M87189027,rf,100,0.7652,SVM,,100
TEPS,9,M87189027,rf,100,0.7652,Linear SVM,,100
TEPS,9,M87189027,rf,100,0.7652,Decision Tree,,100
TEPS,9,M87189027,rf,100,0.7652,Random Forest,,100
TEPS,9,M87189027,rf,100,0.7652,Logistic Reg.,,100
TEPS,9,M87189027,rf,100,0.7652,Naive Bayes,,100
TEPS,9,M87189027,rf,100,0.7652,Voting,,100
TEPS,9,M87189027,rfe,50,,MLP,,50
TEPS,9,M87189027,rfe,50,,KNN,,50
TEPS,9,M87189027,rfe,50,,SVM,,50
TEPS,9,M87189027,rfe,50,,Linear SVM,,50
TEPS,9,M87189027,rfe,50,,Decision Tree,,50
TEPS,9,M87189027,rfe,50,,Random Forest,,50
TEPS,9,M87189027,rfe,50,,Logistic Reg.,,50
TEPS,9,M87189027,rfe,50,,Naive Bayes,,50
TEPS,9,M87189027,rfe,50,,Voting,,50
